Hi, I'm looking for a train that is going to cambridge and arriving there by 20:45, is there anything like that?|There are over 1,000 trains like that.  Where will you be departing from?
Anything you recommend will work fine. Can I have the phone number of the one you pick?|I would recommend the Lensfield Hotel. You can reach them at 0122355017. Anything else I can do for you today?
Yes, please. I need a train from Cambridge to London Kings Cross.|On what day are you planning to travel?
I would like to leave on Thursday and arrive by 8:00.|I have train TR8335 that will arrive in London Kings Cross at 07:51. Would that work for you?
Yes thank you. I also need the travel time and the departure time please.|Train TR8335  departs Cambridge at 07:00. The duration of the trip is 51 minutes.
Thank you.   You have satisfied all of my requests.|Thank you for calling. Please let us know if there is anything else we can do. Goodbye.
I am planning a trip in Cambridge and need a place to stay with free parking.|I have many different options available. Let me ask, do you have a certain price range or area in mind?
I have no particular price range, but would like a guesthouse in the north part of town.|That narrows it down to about 9 different options. Most offer both free parking wifi. If you would like my personal recommendation, I would say go with the Hamilton Lodge.
Excellent. Can I book that for 2 people for 2 nights starting on Tuesday|Booking was successful.
Reference number is : 152UJWIK. anything else today?
Yes, I need to find a train on Tuesday from Cambridge to London Liverpool Street.|Thanks i will find you one.Thanks a lot
I am planning a trip in Cambridge|Great - how can I help you?
I am looking for a moderately price place to stay while i'm there.|Do you have an area you prefer?
I would like to be in the west.|hobsons house meets your needs. Would you like to make a reservation?
Sounds good.  I need a booking for 5 people, 5 nights, starting wednesday.|your booking was successful.
Reference number is : 32C66ISH.
Yes, I'm looking for a steakhouse restaurant in the expensive price range.|Sorry, we're not finding anything. What else you would like to look for?
What other options are there at the city centre in the expensive price range?|There's the Bedouin offering African, Kymmoy offering Asian, and Fitzbillies offering British just to name a few.
African sounds great! Thanks!|I can book a table for you at Bedouin if you let me know the day, time, and number of people in your party.
I just need the postcode for now, Thanks!|The postcode for the Bedouin is cb12bd.  Is there anything else I can help you with?
Yes, can you also help me find a train leaving on Saturday after 15:15?|There are lots of trains then. Where are you leaving from and going to?
I'll be going from stansted airport and heading to cambridge.|There is train TR1493 departing Stansted airport at 15:24, if this works for you would you like me to book it?
That would be perfect, please book it.|I have booked you one seat on this train. Did you need any other seats? Your confirmation code is CBM69HZZ. Anything else I can help you with?
Can I get an arrival time for that?|Absolutely. You will arrive at 15:52.
Great, thanks!  I believe that's all I need for now!|Are you certain you do not require further assistance?
That was everything for today. Thank You!|Train TR1493 departs Stansted airport Saturday at 15:24 with an arrival time in Cambridge of 15:52.
Thank you for you help.|Anything else I can get you today?
No, thank you. Have a nice night.|You too. Good night.
Hi there. I would like to find a train to Ely for Thursday.|No problem, what time would you like to arrive in Ely?
I need to leave from cambridge and leave after 08:30|I have a train TR1923 leaving cambridge at 9:50 and arriving in ely at 10:07 on thursday. Would you like to reserve this?
What is the price?|The price is 4.40 pounds. Is there anything else you want?
No thank you.  That's all I need.|You're welcome, have a great day!
Wait! Before you go, can you tell me about your favorite college to visit in town?|There is Queens' College on the west side of town.
What is the address and phone number of Queens' College?|The address is silver street and the phone number is 01223335511. Is there anything else I can help you with?
Yes, one more thing. May I have the postcode for Queens' College, please.|Absolutely. Their postcode is cb39et. Is there anything else I can do for you?
That is all I need, bye.|Goodbye and enjoy the rest of your day!
Hi. Can you help me find a train?|I sure can!  Do you have a destination in mind?
I'm going to broxbourne.|Ok.  What day will you be traveling?
I would like to leave on Tuesday.|Where will you be leaving from?
I will be departing from cambridge.|Is there a certain time you would like to leave?
I'd like to leave at 20:15. There will be 8 people traveling with me.|Booking was successful, the total fee is 143.19 GBP payable at the station .
Reference number is : ZKT87GL0.
Can you also help me find some information on a restaurant?  It is called Pizza express.|Is that just Pizza Express or Pizza Express Fen Ditton?
Just Pizza Express please.|Pizza express is a moderately priced italian restaurant in the centre. Do you want a reservation?
Yes please, 8 people at 12:30 on Tuesday.|I can't make that reservation right now. Is there anything else I can help you with?
Can you try for Thursday then?|Ok! You're booking was successful. Your reference number is 662ALFUF. Anything else I can do?
That's all I needed today. Thanks for your help. Goodbye!|I am always happy to assist! Bye!
I need to find a British restaurant in West Cambridge.|There are multiple options for you. To narrow them down what price range do you have in mind?
